Year;//?province;Season;Pollution source;???action plan;Land use;Monitoring station;Pm2.5;What is pm10 level?;What is so2 level?;No2;??co //;O3
2020;IZMIR; Autumn;Residential!!;IMPLEMENTED;RuraL;Station D!!;142.3969433;53.886069;11.28441365;27.27746084;8.130509778;66.77821254
2020;aydin;retniW; Industrial;NOT IMPLEMENTED;RURAL;Station C ;139.4317082;178.6000161;97.63534455;44.77028559;0.424972438;36.25554432
2020;AydiN;Spring ;Natural ;Not ImplementeD; Urban;Station A!!;43.90164406;171.7829445;na;59.99725322;7.09771302;42.18815573
2020; Aydin;remmuS;NaturaL;NOT IMPLEMENTED;laruR;B noitatS;90.66665736;101.7825866;43.53320215;5.971922047;6.501549223;29.90073234
2020;AydiN;Autumn ;natural;Implemented!!;Suburban ;station d;109.6101278;NA!!;65.68666433;101.5089146;8.317323568;37.58918055
NA; Denizli;WINTER;Traffic ; Implemented; Urban;station b;169.7825336;215.3714219;4.420335173;11.28317179;0.881713756;44.01653806
2020;ilzineD;Spring ;residential;detnemelpmI;UrbaN;STATION A;132.8371256;48.10728532;81.40539479;147.0568853;12.80871745;73.43952656
2020;DENIZLI;SUMMER; Natural;Not Implemented!!;Suburban!!; Station B;79.70287279;50.91826374;54.58466262;107.5885504;5.529169274;53.59593845
2020;Denizli ;AUTUMN;IndustriaL;NA;SuburbaN;Station A;117.3246299;65.45476364;29.26528433;66.58502035;2.053408309;94.63869563
2020;ManisA;WinteR;Natural ;Not Implemented!!;SUBURBAN;Station D;103.8131872;47.10627952;8.037582559;67.51349111;3.240826643;8.978637415
2020;Manisa ;Spring!!;Traffic ;implemented;rural;Station B;85.14206406;82.07946366;17.92484472;80.18446114;2.891102562;52.79149065
na;ManisA;SUMMER;RESIDENTIAL;implemented;Urban ;STATION B;21.63758396;183.0585031;89.71331817;64.36397678;8.033256659;60.50135494
2020;asinaM;Autumn ;ciffarT;implemented;RURAL;station a;23.28996041;126.9160897;69.23037395;79.43056259;0.611688231;92.41871368
2020;MUGLA;Winter!!; Traffic;Not Implemented ;na;A noitatS;98.13884901;97.09682866;26.49036872;10.1483647;1.669507969;9.670059744
2020;mugla;Spring!!;Traffic!!;not implemented;Rural ;STATION C;43.98492402;187.538051;8.428874965;11.21547715;8.145661129;59.48246057
2020;mugla;SUMMER; Industrial;detnemelpmI toN;SUBURBAN;Station A;8.050350857;19.20820417;69.68030061;57.58149826;1.412779508;86.09484321
2020;mugla;AN;Residential!!;Not Implemented!!;RuraL;Station A;109.8116846;49.9524738;58.09595714;68.20656463;2.410623068;27.98313417
2020;UsaK;retniW;ResidentiaL;detnemelpmI;RURAL;Station C!!;11.65266782;129.2707185;41.6429134;107.0990286;4.588368995;88.24777311
2020;UsaK; Spring;Industrial!!; Not Implemented; Suburban;Station A;91.31514196;126.9549984;NA;17.0359729;5.219496792;6.809123881
2020;Usak ;Summer!!;residential;implemented;RuraL; Station A;83.18310015;17.51592625;23.24779904;99.60451163;7.659743748;74.58318977
2020;USAK;AUTUMN;Traffic!!;Not ImplementeD;Urban ;Station C;145.4781301;86.577364;67.62190314;37.90207693;6.792886536;93.64575601
2021;IzmiR;WinteR;Residential!!;Not Implemented ;RURAL;Station D!!;90.25308625;146.6731786;97.12546672;50.31961958;7.919659748;67.43377786
2021;IZMIR;gnirpS;INDUSTRIAL; Implemented;laruR;Station D;14.22220827;142.6334038;19.22009409;41.40928001;6.22162844;46.70777818
2021;NA ;SummeR;Traffic ;ImplementeD;Urban ; Station A;84.99475533;131.2465815;60.51742876;66.32321329;1.82953113;9.263696565
2021;IzmiR;AUTUMN; Industrial;Not Implemented ;SUBURBAN;A noitatS;126.9589447;70.90701263;43.57013546;22.30698228;1.64768124;92.41081227
2021;aydin;WINTER; Natural; Not Implemented; Urban;STATION C;179.4517755;30.54570583;45.77549473;81.78372612;6.639950823;49.67814116
2021;aydin;Spring!!;TraffiC;Implemented!!;rural; Station C;67.39976018;91.15136482;26.90643345;97.18889783;4.029204992;7.754690712
2021;nidyA;SummeR;TraffiC;detnemelpmI;suburban;Station D!!;51.44331766;34.4633431;82.86321781;55.77641119;7.461088269;70.53300178
2021; Aydin; Autumn;NA!!;IMPLEMENTED;laruR;STATION B;136.4647281;190.0484951;49.55504921;61.42056123;5.849297684;na
2021;Denizli!!;Winter!!;ciffarT;detnemelpmI;Rural ;STATION A;39.27613046;110.310711;55.25377352;102.6082723;3.942517502;16.81280516
2021; Denizli;spring; Industrial;implemented; Urban;Station B!!;94.23719268;70.27924313;31.86656945;112.0556881;2.685790209;25.35582188
2021;NA;SummeR;ResidentiaL;Not ImplementeD;URBAN;station b;63.82859151;155.5977735;19.81722964;79.82293407;3.51853097;11.12661464
2021;DENIZLI;nmutuA;Natural!!;NOT IMPLEMENTED;SUBURBAN;Station C;10.95694292;104.6102326;10.41921804;34.63499954;5.797460083;59.55788627
2021;ManisA;retniW;IndustriaL;Not Implemented ;suburban; Station A;66.42819453;75.79711102;NA;106.7665759;4.292044169;64.09280053
2021;MANISA;gnirpS;natural;Not Implemented!!; Suburban;Station A!!;43.45813576;164.2738711;21.23095961;71.35734619;5.197782338;53.04551834
2021;MANISA;Summer ;natural;Implemented!!;RuraL;AN;104.4832173;174.7589087;69.62738471;30.43197516;1.789706609;82.62470264
2021; Manisa;AUTUMN;NaturaL;Implemented ;nabrU;Station B ;142.5746222;137.8715516;40.25689171;46.73340302;9.994157847;86.79583802
2021;Mugla!!;Winter!!;traffic;implemented;na;Station C!!;52.6402106;20.81556428;42.7459305;126.5683968;12.8102003;63.48431768
2021;alguM;gnirpS;IndustriaL;Not Implemented ;urban;Station D;122.6625612;117.6013472;47.97939462;13.09976153;3.980401676;6.211865572
2021; Mugla;summer;Industrial!!; Implemented;nabrubuS;Station A;13.02717346;155.0260333;38.0354338;119.0906015;4.965990836;71.0468173
2021;Mugla!!;remmuS;INDUSTRIAL;ImplementeD;Suburban ;STATION A;13.02717346;155.0260333;38.0354338;119.0906015;4.965990836;71.0468173
2021;mugla; Autumn;ciffarT;ImplementeD;URBAN;STATION D;83.02754646;35.9355723;na;25.98757612;14.63658084;44.70992561
2021;usak;WINTER;Residential!!;not implemented;Urban ;Station C!!;18.27571109;58.79218704;32.34391738;125.5122445;5.098639847;58.72796091
2021;USAK;SprinG;NATURAL;NOT IMPLEMENTED; Urban;Station A ;140.4347837;177.67407;67.04596735;65.51890986;8.986438222;66.66265719
2021;Usak ;SUMMER;INDUSTRIAL;NA ;SuburbaN;Station D!!;116.1209357;13.82312715;67.24687134;61.60486108;0.992937432;38.27247836
2021;UsaK;AutumN; Traffic;implemented;Urban!!;Station D ;100.4027371;153.0181562;30.04998211;138.1572613;9.149322787;92.12435799
2022;IzmiR;WinteR;Natural!!;ImplementeD;Suburban!!;Station B ;149.3579704;110.0186181;47.0900574;52.4847868;0.987354556;17.72761234
2022;IZMIR;Spring!!;Residential!!;NOT IMPLEMENTED;Urban!!;Station A;98.89037036;94.88671018;NA;86.85531617;14.39464621;68.79362169
2022;Izmir ;Summer ;ResidentiaL;Not Implemented ;nabrU;Station D;145.4969376;11.34834117;22.61646399;13.87029953;10.77759038;5.414160096
2022;Izmir!!;AutumN;NATURAL;Implemented!!;urban;Station D;108.5239024;165.6856639;4.258614664;6.850947343;11.85417285;92.84185501
2022;aydin;WinteR;RESIDENTIAL;Not Implemented ;SuburbaN;B noitatS;166.8905981;86.20340423;89.88116189;33.1519854;7.070633172;15.68789266
2022;AydiN;Spring!!;INDUSTRIAL;detnemelpmI;Suburban ;Station D;79.98412434;112.7454699;22.64925318;83.26705569;5.938317457;14.01400186
2022; Aydin;remmuS;IndustriaL;Not Implemented ;NA; Station D;21.97433988;138.6871304;24.29831994;24.62910156;6.831204799;36.63572514
2022;Aydin ; Autumn; Industrial;detnemelpmI toN;Rural!!;STATION D;81.58576961;143.4996195;29.4009404;18.08262526;8.59789646;40.48879717
2022;Denizli!!;winter;NA!!;NA;Suburban ;STATION B;28.07587208;210.7998323;14.48599103;52.26046992;9.572673109;25.35850687
2022;denizli;Spring!!;INDUSTRIAL;Implemented ;Suburban!!;Station D ;90.91155448;110.9545911;64.64776255;79.50125944;5.040458112;60.58655779
2022; Denizli;Summer ;traffic;IMPLEMENTED;UrbaN;STATION D;74.96149378;85.94671469;9.364009411;112.9547628;13.98329548;47.07683931
2022;Denizli ;Autumn!!;Industrial!!;NOT IMPLEMENTED;Rural!!;station a;95.27343269;191.203689;15.15183778;25.52182752;5.874995809;8.246680959
2022;MANISA;NA;IndustriaL;ImplementeD;URBAN;Station A ;7.748174704;-145.2010391;65.18615921;18.39842803;8.145005175;35.36694591
2022;MANISA;gnirpS; Residential;not implemented; Suburban;STATION B;33.25187129;66.64856769;35.28674081;113.1456589;4.599379056;81.99112679
2022;MANISA;remmuS;industrial;NOT IMPLEMENTED; Suburban;station c;76.24291263;34.02820663;71.37888702;34.97663399;2.171948839;70.52164581
2022;ManisA;AutumN;NaturaL;IMPLEMENTED;UrbaN;A noitatS;142.8230164;170.0853553;56.62762498;NA;0.205236963;73.86273109
2022;Mugla!!;retniW;Traffic ;ImplementeD; Urban;STATION B;72.74797302;86.69595498;27.09007496;135.5919718;3.736367469;71.32110779
2022;MUGLA;gnirpS;Residential!!;ImplementeD;laruR;station d;66.53394378;135.4892471;65.78113915;93.84009805;5.146259399;34.54243703
2022;MuglA;remmuS;Traffic ;Implemented ;rural;Station D!!;108.6309329;99.45511968;13.39482067;24.41586477;3.861603527;14.4680726
2022;alguM;AN;NaturaL;Not ImplementeD;nabrubuS; Station B;92.54994981;47.79665816;54.56821754;99.50716781;4.540003757;30.88438248
2022;UsaK;winter;ResidentiaL;Implemented ;Rural ;Station D!!;58.01315012;na;44.84051429;93.46381431;9.808417374;84.01960352
2022;usak;Spring ;ResidentiaL;Implemented!!;laruR;station d;64.56837736;21.5297831;28.25161112;73.62314386;3.56769647;98.14472579
2022;UsaK;SummeR;INDUSTRIAL;Not ImplementeD;Suburban ;Station C ;36.56647083;88.53506738;61.19248978;43.77823404;4.5766111;51.9154664
2022;Usak!!;nmutuA; Traffic;not implemented;Suburban ;Station D;145.0731116;113.8568385;87.39069205;35.18848949;1.421803958;5.921533718
2023; Izmir;WinteR;NATURAL;NOT IMPLEMENTED;suburban;Station A;28.73038239;102.1338176;99.89266058;19.01725939;0.574781551;18.30425715
2023;IzmiR;Spring ; Natural;not implemented;SUBURBAN;Station D;58.91633376;152.2477133;61.56075134;63.62206269;7.776554194;35.59765466
2023;IZMIR; Summer;laitnediseR;detnemelpmI;UrbaN;Station B ;8.746650972;167.3057414;41.66117568;93.99650089;8.62464515;59.96560812
2023;izmir;nmutuA;INDUSTRIAL;ImplementeD;suburban;STATION C;37.15802633;156.5361841;24.07029582;46.32398391;7.63097758;12.13389635
2023;Aydin ;NA;Residential ;NOT IMPLEMENTED;SuburB;Station D;141.8019781;19.11190609;27.19541676;59.66629278;1.583641709;na
2023;AYDIN;Spring!!; Residential;not implemented; suburban;Station B!!;34.17040868;46.88446638;48.98658786;46.8041626;5.761104835;39.68294896
2023;aydin;SummeR;RESIDENTIAL;ImplementeD; Rural;Station A ;16.60919337;111.9554268;37.99321473;78.71569659;2.611060496;91.6955007
2023;nidyA;nmutuA;Residential!!;ImplementeD;nabrubuS;NA ;73.79571108;187.6161877;91.55382322;108.6448089;2.357811987;79.14957126
2023;Denizli ;WINTER;NaturaL;Implemented!!;Urban ;Station C;7.734646844;185.505966;38.09295583;31.00607918;0.321161309;76.76654089
2023;ilzineD;na; Natural;Implemented!!;Urban!!;NA!!;17.29109239;170.0815566;38.59756993;63.52061708;2.085559745;NA!!
2023; Denizli;Summer!!; Residential;IMPLEMENTED;Suburban!!;B noitatS;122.1057511;67.60955681;39.58638222;21.19988945;3.161754304;64.54446262
2023;denizli;Summer!!;RESIDENTIAL;detnemelpmI;SuburbaN;Station B ;122.1057511;67.60955681;39.58638222;21.19988945;NA!!;64.54446262
2023;ilzineD;AUTUMN;laitnediseR;not Implemented!!;Urban ;Station C;116.863635;91.59510044;83.98878062;99.92909368;1.885649595;65.61030735
2023; Manisa;retniW;INDUSTRIAL;not Implemented!!;ruraL; Station D;165.2341548;109.377543;65.77725544;88.82010859;9.85999856;64.72853177
2023;manisa;spring;Residential ;detnemelpmI ton;suburban;station a;128.9047382;39.90060084;62.18854733;112.1699642;3.15546322;57.60418198
2023;manisa;Summer!!;Natural ;not implemented;URBAN;STATION C;104.0604567;15.90294475;34.74601619;48.19135298;2.085310609;98.70933176
2023;asinaM;autumn; Traffic;Implemented!!;na;Station A ;12.58826431;189.9115509;82.15460933;148.5565753;;74.56760391
2023;mugla;Winter!!; Natural;Not Implemented ;Suburban ; Station B;142.2156595;61.3089304;5.759658413;12.27520726;5.918261961;78.8099069
2023;MUGLA;gnirpS;INDUSTRIAL; Implemented;Urban ; Station D;127.5990676;;87.33812289;96.65057257;1.101046329;87.88396743
2023;mugla; Summer;Natural ; Implemented;SUBURBAN;Station A ;120.8669111;25.84202022;52.24949018;11.57026272;8.638097888;25.48577746
2023;Mugla!!;Autumn!!;Traffic ;implemented!!;urbaN;;78.72946012;186.4164729;41.02852302;140.1192411;14.42827024;12.96139511
2023; Usak; Winter;laitnediseR;implemented;laruR;D noitatS;46.52491993;132.165057;50.72239351; NA;2.542799465;50.87497148
2023;usak;Spring!!;Traffic!!;implementeD;nabrU;station b;127.5728465;136.7370029;67.40672199;106.5675784;6.833914739;53.83766608
2023;Usak!!;Summer ;laitnediseR;implemented;URBAN;STATION A;110.4386074;183.1996086;3.251011799;130.8203019;0.478696598;83.7722691
2023;usak;nmutuA;residential;IMPLEMENTED;nabrubuS;Station B ;147.2103703;75.66783209;87.41208193;22.28572159;6.443031225;47.15944003
2021;denizli;WINTER;TraffiC;Implemented ;Rural!!;STATION A;39.27613046;110.310711;55.25377352;102.6082723;3.942517502;16.81280516
2023;asinaM; Summer;larutaN;not implemented;nabrU;Station C!!;104.0604567;15.90294475;34.74601619;48.19135298;2.085310609;98.70933176
